Timestamp,Gyr_X,Gyr_Y,Gyr_Z,Activity
1581831119969,0.33747864,0.04586792,-0.01361084,STAIRDOWN
1581831119978,0.33641052,0.07675171,-0.01361084,STAIRDOWN
1581831119997,0.21496582,0.115112305,-0.012542725,STAIRDOWN
1581831120016,-0.039627075,-0.025512695,-0.008285522,STAIRDOWN
1581831120036,-0.15467834,-0.13522339,0.023666382,STAIRDOWN
1581831120056,-0.096084595,-0.12350464,0.07374573,STAIRDOWN
1581831120076,-0.015136719,-0.07344055,0.062026978,STAIRDOWN
1581831120096,-0.06945801,-0.19381714,-0.0040283203,STAIRDOWN
1581831120116,-0.24629211,-0.36532593,-0.02532959,STAIRDOWN
1581831120138,-0.37838745,-0.47930908,0.0012969971,STAIRDOWN
1581831120207,-0.37625122,-0.54641724,0.014083862,STAIRDOWN
1581831120208,-0.28889465,-0.5176544,-0.012542725,STAIRDOWN
1581831120208,-0.17704773,-0.38450623,-0.028533936,STAIRDOWN
1581831120216,-0.09501648,-0.20553589,-0.03491211,STAIRDOWN
1581831120238,-0.07159424,-0.070251465,-0.061553955,STAIRDOWN
1581831120255,-0.033233643,-0.008468628,-0.09776306,STAIRDOWN
1581831120276,0.038131714,-0.018051147,-0.127594,STAIRDOWN
1581831120294,0.09033203,-0.035095215,-0.13398743,STAIRDOWN
1581831120315,0.16169739,-0.042556763,-0.12333679,STAIRDOWN
1581831120339,0.24053955,-0.06385803,-0.09564209,STAIRDOWN
1581831120396,0.10205078,-0.07450867,-0.07752991,STAIRDOWN
1581831120396,-0.051345825,-0.08622742,-0.07220459,STAIRDOWN
1581831120397,-0.011932373,-0.051071167,-0.053024292,STAIRDOWN
1581831120414,0.10523987,0.008575439,-0.022140503,STAIRDOWN
1581831120433,0.15211487,0.03414917,-0.026397705,STAIRDOWN
1581831120453,0.13400269,0.01071167,-0.038116455,STAIRDOWN
1581831120473,0.10630798,-0.008468628,-0.035980225,STAIRDOWN
1581831120497,0.089263916,0.013900757,-0.05090332,STAIRDOWN
1581831120518,0.1499939,0.05758667,-0.053024292,STAIRDOWN
1581831120541,0.2373352,0.12043762,-0.012542725,STAIRDOWN
1581831120596,0.20217896,0.15345764,0.00982666,STAIRDOWN
1581831120596,0.0881958,0.12362671,-0.0018920898,STAIRDOWN
1581831120596,0.023223877,0.051193237,-0.012542725,STAIRDOWN
1581831120612,0.02748108,-0.004196167,-0.02746582,STAIRDOWN
1581831120631,0.0796814,-0.0031433105,-0.01574707,STAIRDOWN
1581831120651,0.124420166,0.061843872,-0.011489868,STAIRDOWN
1581831120672,0.11590576,0.12895203,-0.040237427,STAIRDOWN
1581831120693,0.007247925,0.13322449,-0.082855225,STAIRDOWN
1581831120712,-0.16958618,0.003250122,-0.031723022,STAIRDOWN
1581831120734,-0.1472168,-0.08622742,0.026870728,STAIRDOWN
1581831120765,-0.07371521,-0.05532837,-0.0040283203,STAIRDOWN
1581831120770,-0.03643799,-0.0105896,-0.010421753,STAIRDOWN
1581831120790,0.0029754639,0.021362305,0.03538513,STAIRDOWN
1581831120810,0.02961731,0.02456665,0.050308228,STAIRDOWN
1581831120830,-0.023651123,-0.004196167,0.024734497,STAIRDOWN
1581831120850,-0.06945801,-0.035095215,-0.008285522,STAIRDOWN
1581831120870,-0.027908325,-0.025512695,-0.024261475,STAIRDOWN
1581831120894,0.021087646,0.011779785,-0.010421753,STAIRDOWN
1581831120914,0.03387451,0.0362854,0.026870728,STAIRDOWN
1581831120936,-0.00021362305,0.01071167,0.030059814,STAIRDOWN
1581831120990,-0.0140686035,-0.013793945,-0.0040283203,STAIRDOWN
1581831120990,0.030670166,0.03414917,-0.021072388,STAIRDOWN
1581831120990,0.054107666,0.09060669,-0.022140503,STAIRDOWN
1581831121009,0.03387451,0.10446167,-0.030654907,STAIRDOWN
1581831121028,0.008300781,0.05758667,-0.028533936,STAIRDOWN
1581831121048,-0.016189575,0.0021820068,-0.021072388,STAIRDOWN
1581831121068,-0.021514893,0.006454468,-0.021072388,STAIRDOWN
1581831121091,-0.01939392,0.033081055,-0.024261475,STAIRDOWN
1581831121112,-0.016189575,0.02029419,-0.028533936,STAIRDOWN
1581831121136,-0.007675171,-0.0063323975,-0.024261475,STAIRDOWN
1581831121188,-0.0023498535,-0.009521484,-0.02746582,STAIRDOWN
1581831121188,0.0051116943,0.003250122,-0.035980225,STAIRDOWN
1581831121188,0.012573242,0.02029419,-0.033859253,STAIRDOWN
1581831121206,0.011505127,0.038406372,-0.032791138,STAIRDOWN
1581831121227,-0.013000488,0.016036987,-0.01574707,STAIRDOWN
1581831121247,-0.03855896,-0.01272583,-0.002960205,STAIRDOWN
1581831121267,-0.011932373,0.0021820068,-0.016815186,STAIRDOWN
1581831121287,0.021087646,0.033081055,-0.02746582,STAIRDOWN
1581831121306,0.034942627,0.051193237,-0.035980225,STAIRDOWN
1581831121328,0.011505127,0.027755737,-0.03491211,STAIRDOWN
1581831121345,-0.02684021,-0.0074005127,-0.021072388,STAIRDOWN
1581831121366,-0.013000488,-0.008468628,-0.017868042,STAIRDOWN
1581831121386,0.021087646,6.1035156E-05,-0.028533936,STAIRDOWN
1581831121406,0.026412964,0.009643555,-0.026397705,STAIRDOWN
1581831121425,-0.013000488,0.026687622,-0.016815186,STAIRDOWN
1581831121449,-0.07052612,0.019241333,-0.007217407,STAIRDOWN
1581831121467,-0.06199646,0.009643555,-0.014678955,STAIRDOWN
1581831121487,0.010437012,0.040542603,-0.02532959,STAIRDOWN
1581831121507,0.05305481,0.060775757,-0.028533936,STAIRDOWN
1581831121533,0.028549194,0.03414917,-0.030654907,STAIRDOWN
1581831121548,-0.018325806,-0.0031433105,-0.022140503,STAIRDOWN
1581831121598,-0.024719238,-0.014862061,-0.009353638,STAIRDOWN
1581831121598,-0.0055389404,-0.005264282,0.00982666,STAIRDOWN
1581831121604,0.0093688965,0.007522583,0.0066223145,STAIRDOWN
1581831121624,-0.0034179688,0.014968872,-0.0050964355,STAIRDOWN
1581831121644,-0.023651123,0.003250122,-0.008285522,STAIRDOWN
1581831121664,-0.0140686035,-0.004196167,-0.0018920898,STAIRDOWN
1581831121684,0.021087646,-0.008468628,0.013015747,STAIRDOWN
1581831121707,0.042388916,6.1035156E-05,0.01940918,STAIRDOWN
1581831121730,0.028549194,-0.011657715,0.014083862,STAIRDOWN
1581831121746,0.008300781,-0.026565552,0.0076904297,STAIRDOWN
1581831121799,0.014694214,-0.030838013,0.00982666,STAIRDOWN
1581831121799,0.021087646,-0.0340271,0.01727295,STAIRDOWN
1581831121802,0.004043579,-0.04574585,0.018341064,STAIRDOWN
1581831121822,0.028549194,-0.0382843,0.00982666,STAIRDOWN
1581831121842,0.0796814,0.0021820068,-0.009353638,STAIRDOWN
1581831121864,0.065826416,-0.009521484,-0.017868042,STAIRDOWN
1581831121883,0.0029754639,-0.06492615,0.008758545,STAIRDOWN
1581831121904,-0.098220825,-0.093688965,0.020477295,STAIRDOWN
1581831121925,-0.15148926,-0.1405487,0.023666382,STAIRDOWN
1581831121949,-0.15681458,-0.17570496,0.015151978,STAIRDOWN
1581831121960,-0.15148926,-0.18103027,-0.002960205,STAIRDOWN
1581831121980,-0.11845398,-0.17037964,-0.014678955,STAIRDOWN
1581831122001,-0.072647095,-0.117126465,-0.016815186,STAIRDOWN
1581831122021,-0.03643799,-0.04360962,-0.01574707,STAIRDOWN
1581831122041,-0.016189575,-0.021240234,-0.0050964355,STAIRDOWN
1581831122061,-0.025787354,-0.048950195,-0.006149292,STAIRDOWN
1581831122081,-0.10247803,-0.09901428,-0.069000244,STAIRDOWN
1581831122101,-0.11845398,-0.14694214,-0.094573975,STAIRDOWN
1581831122123,-0.10568237,-0.15226746,-0.056228638,STAIRDOWN
1581831122176,-0.13124084,-0.117126465,-0.040237427,STAIRDOWN
1581831122176,-0.063064575,-0.04788208,-0.055160522,STAIRDOWN
1581831122185,0.012573242,-0.014862061,-0.07752991,STAIRDOWN
1581831122199,0.008300781,-0.07344055,-0.106292725,STAIRDOWN
1581831122218,-0.024719238,-0.09262085,-0.07966614,STAIRDOWN
1581831122240,-0.035369873,-0.05532837,-0.045578003,STAIRDOWN
1581831122258,-0.01725769,-0.014862061,-0.041305542,STAIRDOWN
1581831122282,-0.02897644,-0.035095215,-0.047698975,STAIRDOWN
1581831122309,-0.03643799,-0.09687805,-0.047698975,STAIRDOWN
1581831122323,-0.018325806,-0.10966492,-0.043441772,STAIRDOWN
1581831122373,-0.00021362305,-0.0574646,-0.059417725,STAIRDOWN
1581831122373,-0.015136719,-0.018051147,-0.071136475,STAIRDOWN
1581831122378,-0.05241394,-0.030838013,-0.07432556,STAIRDOWN
1581831122397,-0.07052612,-0.07344055,-0.09564209,STAIRDOWN
1581831122418,-0.04069519,-0.12138367,-0.13824463,STAIRDOWN
1581831122437,-0.007675171,-0.14375305,-0.14889526,STAIRDOWN
1581831122457,-0.02684021,-0.15226746,-0.13398743,STAIRDOWN
1581831122478,-0.07904053,-0.1554718,-0.14996338,STAIRDOWN
1581831122497,-0.10461426,-0.1554718,-0.19683838,STAIRDOWN
1581831122518,-0.09396362,-0.1362915,-0.2341156,STAIRDOWN
1581831122558,-0.100357056,-0.08622742,-0.23306274,STAIRDOWN
1581831122559,-0.13549805,-0.026565552,-0.20002747,STAIRDOWN
1581831122575,-0.14509583,0.017105103,-0.17660522,STAIRDOWN
1581831122597,-0.11100769,0.041610718,-0.174469,STAIRDOWN
1581831122616,-0.06945801,0.06503296,-0.19470215,STAIRDOWN
1581831122635,-0.07052612,0.07356262,-0.20855713,STAIRDOWN
1581831122661,-0.086502075,0.028823853,-0.20323181,STAIRDOWN
1581831122680,-0.08331299,-0.02444458,-0.20002747,STAIRDOWN
1581831122701,-0.076919556,-0.019119263,-0.19044495,STAIRDOWN
1581831122724,-0.056671143,0.029891968,-0.18937683,STAIRDOWN
1581831122779,-0.021514893,0.079956055,-0.20748901,STAIRDOWN
1581831122779,-0.01725769,0.110839844,-0.21388245,STAIRDOWN
1581831122779,-0.055603027,0.12150574,-0.18937683,STAIRDOWN
1581831122794,-0.08543396,0.124694824,-0.1552887,STAIRDOWN
1581831122814,-0.05987549,0.13322449,-0.13291931,STAIRDOWN
1581831122835,-0.016189575,0.14492798,-0.118011475,STAIRDOWN
1581831122855,0.028549194,0.122558594,-0.11694336,STAIRDOWN
1581831122874,0.07221985,0.0639801,-0.12333679,STAIRDOWN
1581831122897,0.1265564,0.029891968,-0.12333679,STAIRDOWN
1581831122917,0.17980957,0.09274292,-0.09564209,STAIRDOWN
1581831122975,0.17236328,0.23016357,-0.043441772,STAIRDOWN
1581831122975,0.05305481,0.3153839,0.016220093,STAIRDOWN
1581831122977,-0.1706543,0.24081421,0.10676575,STAIRDOWN
1581831122993,-0.3517456,0.0043182373,0.19517517,STAIRDOWN
1581831123014,-0.36878967,-0.18103027,0.2250061,STAIRDOWN
1581831123033,-0.26759338,-0.09901428,0.2292633,STAIRDOWN
1581831123054,-0.17811584,0.077819824,0.23886108,STAIRDOWN
1581831123077,-0.06945801,0.07569885,0.20370483,STAIRDOWN
1581831123097,0.085006714,-0.077697754,0.1269989,STAIRDOWN
1581831123121,0.19473267,-0.16612244,0.04071045,STAIRDOWN
1581831123179,0.21070862,-0.17570496,0.00982666,STAIRDOWN
1581831123180,0.12548828,-0.09901428,0.07374573,STAIRDOWN
1581831123180,-0.030044556,0.029891968,0.19944763,STAIRDOWN
1581831123192,-0.17172241,0.09274292,0.2953186,STAIRDOWN
1581831123211,-0.21113586,0.037338257,0.26335144,STAIRDOWN
1581831123231,-0.10568237,-0.07450867,0.16108704,STAIRDOWN
1581831123251,0.061569214,-0.12350464,0.10676575,STAIRDOWN
1581831123272,0.22454834,-0.060653687,0.055633545,STAIRDOWN
1581831123295,0.2884674,0.053329468,0.010894775,STAIRDOWN
1581831123319,0.19259644,0.11830139,0.0076904297,STAIRDOWN
1581831123380,0.09352112,0.142807,0.0524292,STAIRDOWN
1581831123380,-0.022583008,0.21417236,0.17280579,STAIRDOWN
1581831123380,-0.19302368,0.09060669,0.18772888,STAIRDOWN
1581831123391,-0.14082336,-0.0063323975,0.11955261,STAIRDOWN
1581831123409,0.0008544922,-0.06599426,0.14297485,STAIRDOWN
1581831123429,0.0029754639,-0.19702148,0.14511108,STAIRDOWN
1581831123450,-0.112075806,-0.29289246,0.10888672,STAIRDOWN
