Timestamp,Acc_X,Acc_Y,Acc_Z,Activity
1581738539464,0.43089294,0.9888611,9.717117,SITTING
1581738539464,0.6008911,0.98527527,9.650085,SITTING
1581738539464,0.60687256,1.1145477,9.750641,SITTING
1581738539473,0.67271423,1.0846252,9.822464,SITTING
1581738539493,0.71102905,0.9744873,9.741058,SITTING
1581738539513,0.66433716,0.9529419,9.541138,SITTING
1581738539532,0.50631714,1.0056152,9.470505,SITTING
1581738539553,0.47879028,0.9637146,9.919418,SITTING
1581738539575,0.52067566,0.9122467,10.015198,SITTING
1581738539595,0.37702942,1.0738525,9.583038,SITTING
1581738539612,0.26690674,1.2151184,9.296936,SITTING
1581738539661,0.36386108,1.1756134,9.383118,SITTING
1581738539661,0.4644165,1.1480713,9.459747,SITTING
1581738539672,0.27767944,1.3611603,9.159271,SITTING
1581738539691,0.08493042,1.5263519,8.801331,SITTING
1581738539710,0.01550293,1.4617157,9.033569,SITTING
1581738539733,-0.19758606,1.3384094,9.702759,SITTING
1581738539752,-0.25624084,1.1480713,10.176804,SITTING
1581738539772,-0.13653564,1.0534973,10.274963,SITTING
1581738539801,0.18310547,1.0690613,10.189972,SITTING
1581738539811,0.4320984,1.0918121,10.071457,SITTING
1581738539845,0.3459015,1.0906067,10.180389,SITTING
1581738539849,0.42730713,1.1049805,10.1336975,SITTING
1581738539869,0.4237213,1.098999,9.893082,SITTING
1581738539889,0.35429382,1.103775,9.493256,SITTING
1581738539910,0.25971985,1.138504,9.390305,SITTING
1581738539930,0.22380066,1.0295563,9.8918915,SITTING
1581738539952,0.02029419,1.0786438,10.276169,SITTING
1581738539970,-0.12815857,1.1995544,9.986465,SITTING
1581738539990,-0.10661316,1.3084869,9.5842285,SITTING
1581738540048,-0.021606445,1.2474365,9.669235,SITTING
1581738540048,0.14839172,1.2270813,9.711136,SITTING
1581738540048,0.088531494,1.2797546,9.527969,SITTING
1581738540068,0.20704651,1.1875763,9.415451,SITTING
1581738540087,0.21781921,1.2270813,9.525574,SITTING
1581738540108,0.066986084,1.4078522,9.329254,SITTING
1581738540128,0.20106506,1.3204498,9.190384,SITTING
1581738540148,0.37223816,1.3049011,9.368759,SITTING
1581738540167,0.38900757,1.2917175,9.565079,SITTING
1581738540188,0.5446167,1.2630005,9.389114,SITTING
1581738540216,0.59609985,1.3539734,9.361572,SITTING
1581738540226,0.20942688,1.5251617,9.329254,SITTING
1581738540247,-0.057525635,1.6580353,9.235886,SITTING
1581738540267,0.019104004,1.4976196,9.541138,SITTING
1581738540288,0.107681274,1.3671417,9.685989,SITTING
1581738540310,0.13043213,1.395874,9.58783,SITTING
1581738540330,0.03944397,1.4784698,9.347214,SITTING
1581738540350,-0.009643555,1.4844666,9.2478485,SITTING
1581738540370,-0.05154419,1.4461517,9.307709,SITTING
1581738540390,0.1675415,1.2043304,9.516006,SITTING
1581738540436,0.37823486,1.0032349,9.743454,SITTING
1581738540436,0.36386108,1.0331573,9.665634,SITTING
1581738540445,0.34231567,1.0223846,9.733871,SITTING
1581738540465,0.4356842,0.861969,9.938583,SITTING
1581738540486,0.5075073,0.7494354,10.12294,SITTING
1581738540506,0.4069519,0.8296509,9.975693,SITTING
1581738540527,0.33633423,0.93499756,9.733871,SITTING
1581738540549,0.32435608,0.9924469,9.562698,SITTING
1581738540568,0.33154297,0.980484,9.604584,SITTING
1581738540589,0.24655151,0.9481659,9.6392975,SITTING
1581738540646,0.18788147,0.8954773,9.782959,SITTING
1581738540646,0.1902771,0.8080902,9.991257,SITTING
1581738540646,0.18190002,0.846405,9.896683,SITTING
1581738540665,0.2585144,0.9673157,9.532761,SITTING
1581738540684,0.26091003,1.0475159,9.340027,SITTING
1581738540703,0.31118774,1.0211792,9.502838,SITTING
1581738540723,0.42851257,0.8942871,9.738663,SITTING
1581738540746,0.47399902,0.8643646,9.860764,SITTING
1581738540768,0.31837463,0.94696045,9.754227,SITTING
1581738540786,0.119659424,1.1073761,9.483673,SITTING
1581738540851,-0.004852295,1.2821503,9.202362,SITTING
1581738540851,-0.009643555,1.2270813,9.469315,SITTING
1581738540851,0.05619812,1.0379486,9.895493,SITTING
1581738540862,0.14360046,0.8811188,10.059479,SITTING
1581738540881,0.122039795,0.8978882,9.860764,SITTING
1581738540901,0.028671265,0.87753296,10.021179,SITTING
1581738540922,0.03704834,0.80210876,10.288132,SITTING
1581738540942,0.11128235,0.7458496,10.150467,SITTING
1581738540966,0.069381714,0.84521484,9.848801,SITTING
1581738540986,0.02508545,0.9050598,9.701553,SITTING
1581738541061,0.016708374,0.94815063,9.575867,SITTING
1581738541061,-0.012023926,1.0104065,9.341217,SITTING
1581738541062,-0.00843811,1.0678711,9.238281,SITTING
1581738541062,0.13282776,1.0116119,9.343628,SITTING
1581738541080,0.2190094,0.9481659,9.39389,SITTING
1581738541100,0.19506836,0.96850586,9.414246,SITTING
1581738541121,0.12683105,1.0499115,9.380737,SITTING
1581738541139,0.047836304,1.0559082,9.454956,SITTING
1581738541162,0.008331299,1.0235748,9.714722,SITTING
1581738541187,0.13282776,0.9302063,9.8452,SITTING
1581738541255,0.20106506,0.9373932,9.784149,SITTING
1581738541255,0.1280365,1.0056152,9.6237335,SITTING
1581738541255,0.050231934,1.1085663,9.433395,SITTING
1581738541258,0.03704834,1.1085663,9.441788,SITTING
1581738541278,0.023880005,1.075058,9.574661,SITTING
1581738541298,0.11845398,0.97210693,9.926605,SITTING
1581738541318,0.27767944,0.861969,10.018784,SITTING
1581738541340,0.27049255,0.96131897,9.6392975,SITTING
1581738541362,0.02029419,1.1001892,9.50882,SITTING
1581738541383,-0.0778656,1.114563,9.662048,SITTING
1581738541458,-0.014434814,0.9481659,9.938583,SITTING
1581738541458,0.050231934,0.71832275,10.286942,SITTING
1581738541459,0.18429565,0.68240356,10.039139,SITTING
1581738541459,0.09211731,0.8428192,9.616562,SITTING
1581738541477,0.03944397,0.98765564,9.49086,SITTING
1581738541497,0.0765686,0.94337463,9.609375,SITTING
1581738541517,0.1747284,0.84161377,9.7135315,SITTING
1581738541537,0.12205505,0.82844543,9.844009,SITTING
1581738541560,0.13761902,0.8404236,9.790146,SITTING
1581738541582,0.13162231,0.91822815,9.616562,SITTING
1581738541660,-0.004852295,0.98527527,9.597397,SITTING
1581738541660,-0.03477478,0.95414734,9.689575,SITTING
1581738541660,-0.012039185,0.8978882,9.770981,SITTING
1581738541660,-0.002456665,0.8942871,9.7925415,SITTING
1581738541675,-0.03239441,0.95654297,9.733871,SITTING
1581738541695,0.005935669,1.0008392,9.768585,SITTING
1581738541715,0.05859375,0.97569275,9.717117,SITTING
1581738541736,0.086135864,0.9421692,9.663254,SITTING
1581738541757,-0.05154419,0.9709015,9.652466,SITTING
1581738541780,-0.112594604,0.98526,9.603394,SITTING
1581738541799,-0.0491333,0.9673157,9.584244,SITTING
1581738541857,0.03225708,0.9553375,9.642899,SITTING
1581738541859,0.08972168,0.96492004,9.593811,SITTING
1581738541859,0.16035461,0.99723816,9.423828,SITTING
1581738541874,0.13401794,1.0211792,9.433395,SITTING
1581738541893,0.17112732,1.0032196,9.493256,SITTING
1581738541913,0.24415588,0.9589386,9.583038,SITTING
1581738541934,0.2872467,0.88591003,9.663254,SITTING
1581738541955,0.26211548,0.83084106,9.772186,SITTING
1581738541975,0.24295044,0.8332367,9.8320465,SITTING
1581738542011,0.19506836,0.82125854,9.90387,SITTING
1581738542013,0.14839172,0.80929565,9.929001,SITTING
1581738542034,0.088531494,0.75901794,10.137299,SITTING
1581738542053,-0.05871582,0.72789,10.304886,SITTING
1581738542072,-0.15449524,0.7865448,10.10498,SITTING
1581738542093,-0.2610321,0.84880066,10.017593,SITTING
1581738542112,-0.3017273,0.8511963,9.973297,SITTING
1581738542133,-0.25984192,0.87872314,9.86676,SITTING
1581738542153,-0.27420044,0.9709015,9.556702,SITTING
1581738542173,-0.23109436,1.0762482,9.207153,SITTING
1581738542226,-0.06590271,1.103775,8.983292,SITTING
1581738542226,0.13401794,1.0343475,9.142502,SITTING
1581738542231,0.21661377,0.99723816,9.3424225,SITTING
1581738542252,0.2549286,0.9840698,9.477692,SITTING
1581738542271,0.14718628,1.0307617,9.475296,SITTING
1581738542292,-0.031188965,1.14328,9.492065,SITTING
1581738542311,-0.076675415,1.2019501,9.492065,SITTING
1581738542333,0.05860901,1.1624451,9.66684,SITTING
1581738542353,0.1280365,1.1241302,9.82724,SITTING
1581738542372,0.047821045,1.1157532,9.72789,SITTING
1581738542423,0.07775879,1.035553,9.645294,SITTING
1581738542433,0.16275024,0.89907837,9.912247,SITTING
1581738542433,0.19866943,0.8045044,10.20314,SITTING
1581738542450,0.28126526,0.79852295,9.973297,SITTING
1581738542469,0.21183777,0.9302063,9.422623,SITTING
1581738542490,0.0418396,1.0499115,9.225113,SITTING
1581738542509,0.047836304,1.0702667,9.306519,SITTING
1581738542530,0.15197754,0.9313965,9.521988,SITTING
1581738542550,0.17591858,0.8511963,9.731476,SITTING
1581738542571,0.05142212,0.86795044,9.756622,SITTING
1581738542635,0.028671265,0.92900085,9.812881,SITTING
1581738542635,0.038253784,0.9194336,9.883514,SITTING
1581738542637,-0.07069397,0.9960327,9.9158325,SITTING
1581738542649,-0.1748352,1.04393,9.846405,SITTING
1581738542667,-0.18560791,1.0092163,9.792526,SITTING
1581738542687,-0.14012146,0.97450256,9.815277,SITTING
1581738542708,-0.15568542,0.9517517,9.799713,SITTING
1581738542731,-0.059921265,0.9134369,9.683594,SITTING
1581738542752,0.0131073,0.9206238,9.440582,SITTING
1581738542769,-0.01083374,0.9948425,9.436996,SITTING
1581738542836,-0.004852295,0.9613342,9.608185,SITTING
1581738542836,0.10409546,0.82006836,9.706345,SITTING
1581738542837,0.13999939,0.85717773,9.682404,SITTING
1581738542849,0.029876709,0.8942871,9.754227,SITTING
1581738542867,-0.01083374,0.8655548,9.875137,SITTING
1581738542886,-0.050338745,0.901474,9.800919,SITTING
1581738542908,-0.079071045,0.9134369,9.741058,SITTING
1581738542927,-0.08505249,0.95773315,9.616562,SITTING
